id,text,username,timestamp,permalink,media_type,media_url,reply_length,has_text,is_nested,manual_sentiment,is_tagged,cleaned_text,emojis,emoji_count,has_question,has_exclamation,has_caps,word_count,char_count,positive_keywords,negative_keywords,punctuation_count,avg_word_length,sentence_count,hour,ml_sentiment,ml_confidence,ml_probabilities,ml_prob_negative,ml_prob_neutral,ml_prob_positive,model_type
18095397148650826,"I grew up poor.  I’ve been homeless. Now I have a job and I have my life together. Didn’t take long, just took effort. You can do it too.",chrisdopkant,2025-08-10 01:48:08+00:00,https://www.threads.com/@chrisdopkant/post/DNKBekdxICK,TEXT_POST,,137,True,False,,no,grew poor been homeles now have job and have life togeth didn take long just took effort you can too,,0,False,False,False,29,137,0,1,6,3.7241379310344827,5,1,negative,0.81,"{np.str_('negative'): 0.81, np.str_('neutral'): 0.04, np.str_('positive'): 0.15}",0.81,0.04,0.15,traditional
18198090829311013,"First of all, and this is important the people that fun snap they didn’t have a choice. Did they as a software engineer? I would suspect that you would know better than that but clearly you don’t and from the looks of you, you might wanna try a glass of water periodically",chrisless25,2025-08-10 16:31:46+00:00,https://www.threads.com/@chrisless25/post/DNLmmeFRowL,TEXT_POST,,272,True,False,,no,first all and thi important the people that fun snap they didn have choice did they software engine would suspect that you would know bett than that but clear you don and from the look you you might wanna try glas wat periodical,,0,True,False,False,52,272,0,1,4,4.25,3,16,negative,0.8,"{np.str_('negative'): 0.8, np.str_('neutral'): 0.01, np.str_('positive'): 0.19}",0.8,0.01,0.19,traditional
17948809773001446,A bottle of water usually works for me but nobody is the same,christ.dickerson2,2025-08-10 11:13:46+00:00,https://www.threads.com/@christ.dickerson2/post/DNLCNWZOkcW,TEXT_POST,,61,True,False,,no,bottle wat usual work for but nobody the same,,0,False,False,False,13,61,0,1,0,3.769230769230769,1,11,negative,0.82,"{np.str_('negative'): 0.82, np.str_('neutral'): 0.16, np.str_('positive'): 0.02}",0.82,0.16,0.02,traditional
18009914432790178,Honey…… please skip all meals and sodas. I promise you’ll be fine.,christierney2020,2025-08-10 15:00:53+00:00,https://www.threads.com/@christierney2020/post/DNLcM1GIt5y,IMAGE,https://scontent-sjc3-1.cdninstagram.com/v/t51.82787-15/530192175_17868367158425742_7420827118437614552_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=LyJ66g74iPkQ7kNvwGQZrkn&_nc_oc=Adntp8ddVkw1bzxyw5vfEfdIj-ywxBAdt6lKWwSI5G9d5_5hIWqNIg9csCfO_1reyEDIIUmhqoX6ydzM9icEjhQO&_nc_zt=23&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=nzEiGZkHqEgn2I38kqQcLg&oh=00_AfUVwMF1NNqdnyCoO3QfdA1m2Vtj1p32_2zsswdQiDt6fw&oe=68B2D9B3,66,True,False,,no,honey please skip all meal and soda promise you fine,,0,False,False,False,12,66,0,0,2,4.583333333333333,2,15,negative,0.93,"{np.str_('negative'): 0.93, np.str_('neutral'): 0.01, np.str_('positive'): 0.06}",0.93,0.01,0.06,traditional
17867152173428561,"Honey, you are far far far from food insecure",christierney2020,2025-08-10 16:37:04+00:00,https://www.threads.com/@christierney2020/post/DNLnNUCoyiy,45,TRUE,45,True,,,no,honey you are far far far from food insecure,,0,False,False,False,9,45,0,0,1,4.111111111111111,1,16,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
17867152173428561,"Honey, you are far far far from food insecure",christierney2020,2025-08-10 16:37:04+00:00,https://www.threads.com/@christierney2020/post/DNLnNUCoyiy,45,TRUE,45,True,,,no,honey you are far far far from food insecure,,0,False,False,False,9,45,0,0,1,4.111111111111111,1,16,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
18093275770641483,Buy a bag of baby carrots and drink tap water. Healthier.,christopherhartmanphotography,2025-08-10 19:23:56+00:00,https://www.threads.com/@christopherhartmanphotography/post/DNL6Te1SHWZ,TEXT_POST,,57,True,False,,no,buy bag baby carrot and drink tap wat healthi,,0,False,False,False,11,57,0,0,2,4.2727272727272725,2,19,neutral,0.7,"{np.str_('negative'): 0.28, np.str_('neutral'): 0.7, np.str_('positive'): 0.02}",0.28,0.7,0.02,traditional
18017977985742679,"I hate fizzy pain water but the way I want to buy code red to annoy these people because wtf? Republicans know hatred always works. It distracts people from the Epstein files because they hate poor people more than they hate pedos, more than they hate the rich people screwing up the planet.",chromesthesia304,2025-08-10 05:13:23+00:00,https://www.threads.com/@chromesthesia304/post/DNKY92Jscgh,TEXT_POST,,291,True,False,,no,hate fizzy pain wat but the way want buy code red annoy these people because wtf republican know hatr alway work distract people from the epstein file because they hate poor people more than they hate pedo more than they hate the rich people screw the planet,,0,True,False,False,53,291,0,2,4,4.509433962264151,3,5,negative,0.71,"{np.str_('negative'): 0.71, np.str_('neutral'): 0.07, np.str_('positive'): 0.22}",0.71,0.07,0.22,traditional
18280658401286231,You can buy multiple bananas for $3. What an idiotic comment,clark.elke,2025-08-10 23:51:18+00:00,https://www.threads.com/@clark.elke/post/DNMY5tHsMF2,TEXT_POST,,60,True,False,,no,you can buy multiple banana for what idiotic comment,,0,False,False,False,11,60,0,1,1,4.545454545454546,2,23,negative,0.63,"{np.str_('negative'): 0.63, np.str_('neutral'): 0.37, np.str_('positive'): 0.0}",0.63,0.37,0.0,traditional
18291017506270272,"A loaf of bread is like 1.50
A 2 liter of coke is 2.50",clayton_hart873,2025-08-10 15:33:04+00:00,https://www.threads.com/@clayton_hart873/post/DNLf4gwNhiO,TEXT_POST,,55,True,False,,no,loaf bread like lit coke,,0,False,False,False,14,55,0,0,2,2.9285714285714284,3,15,negative,0.64,"{np.str_('negative'): 0.64, np.str_('neutral'): 0.3, np.str_('positive'): 0.06}",0.64,0.3,0.06,traditional
18077456734759157,I've never heard of anyone from anywhere in the history of mankind that substituted food for soda. Soda is a substitute for water not food. For $3 you can get a banana or an apple or a candy bar,cloudyjay87,2025-08-10 22:48:02+00:00,https://www.threads.com/@cloudyjay87/post/DNMRqXQSOIH,TEXT_POST,,194,True,False,,no,nev heard anyone from anywhere the history mankind that substitut food for soda soda substitute for wat not food for you can get banana apple candy bar,,0,False,False,False,39,194,0,2,2,4.0,3,22,negative,0.88,"{np.str_('negative'): 0.88, np.str_('neutral'): 0.05, np.str_('positive'): 0.07}",0.88,0.05,0.07,traditional
18075636997806794,"When trump drinks coke all you slobs have a meltdown now you’re trying to champion soda as a health drink. Gtfo. Just go away, you can’t come up with any excuse for why this is a necessity without lying and or contradicting yourselves",clpriore,2025-08-10 17:12:01+00:00,https://www.threads.com/@clpriore/post/DNLrNPAusF0,TEXT_POST,,234,True,False,,no,when trump drink coke all you slob have meltdown now you try champion soda health drink gtfo just away you can come with any excuse for why thi necessity without lying and contradict yourselve,,0,False,False,False,43,234,0,1,3,4.465116279069767,3,17,negative,0.62,"{np.str_('negative'): 0.62, np.str_('neutral'): 0.21, np.str_('positive'): 0.17}",0.62,0.21,0.17,traditional
18116241655448352,"What a fucking joke. You people will
Come up with any sort of brainless scheme to justify your opinions",clpriore,2025-08-10 17:10:07+00:00,https://www.threads.com/@clpriore/post/DNLq_ZHOJUL,TEXT_POST,,104,True,False,,no,what fuck joke you people will come with any sort brainles scheme justify your opinion,,0,False,False,False,19,104,0,0,1,4.473684210526316,2,17,negative,0.92,"{np.str_('negative'): 0.92, np.str_('neutral'): 0.0, np.str_('positive'): 0.08}",0.92,0.0,0.08,traditional
17913981666168578,🐄,cmoney67777,2025-08-10 01:51:50+00:00,https://www.threads.com/@cmoney67777/post/DNKB5qbs_sB,TEXT_POST,,1,True,False,,no,,🐄,1,False,False,False,0,1,0,0,0,0.0,1,1,negative,0.52,"{np.str_('negative'): 0.52, np.str_('neutral'): 0.48, np.str_('positive'): 0.0}",0.52,0.48,0.0,traditional
18089143345742003,It’s also good to remind those morons that the Vast majority of snap recipients are full time employees. Which pay taxes. Their Snap benefits are their tax money. Next is elderly ( a life time of paying taxes) and disabled people (almost all have paid into social taxes too since most aren’t on disability until sometime in adulthood).,cms_sucks_ass,2025-08-10 08:18:58+00:00,https://www.threads.com/@cms_sucks_ass/post/DNKuNH0OO5Y,TEXT_POST,,335,True,False,,no,also good remind those moron that the vast majority snap recipient are full time employee which pay taxe their snap benefit are their tax money next elder life time pay taxe and disabl people almost all have paid into social taxe too since most aren disability until sometime adulthood,,0,False,False,False,58,335,1,0,4,4.793103448275862,4,8,negative,0.75,"{np.str_('negative'): 0.75, np.str_('neutral'): 0.0, np.str_('positive'): 0.25}",0.75,0.0,0.25,traditional
18018805946559049,Of coarse the fat person is posting this.,cncdef,2025-08-09 23:47:26+00:00,https://www.threads.com/@cncdef/post/DNJzqg5SLGb,TEXT_POST,,41,True,False,,no,coarse the fat person post thi,,0,False,False,False,8,41,0,0,1,4.25,1,23,negative,0.98,"{np.str_('negative'): 0.98, np.str_('neutral'): 0.01, np.str_('positive'): 0.01}",0.98,0.01,0.01,traditional
17867812752428121,this is you btw,coinfaced,2025-08-10 12:25:54+00:00,https://www.threads.com/@coinfaced/post/DNLKdqlRRKr,IMAGE,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/530709595_17874078813399602_5061906643832510309_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=sRHBBjGVFboQ7kNvwH7h2SK&_nc_oc=Adlra_siCUSLHEHva0lMQcIazSj1IqMKtSeV9T7twCPGQCeMgi8nWXn2Q5afJLiVj86t28ia5bV48aa8SkYwepLj&_nc_zt=23&_nc_ht=scontent-sjc6-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=2NPJPmdCuhYtWlLZOc1jpg&oh=00_AfX3i-tncPlCFuWwTXCJSBzvtxXPS2YAGgJ2c8Zd97hYhA&oe=68B2F44E,15,True,False,,no,thi you btw,,0,False,False,False,4,15,0,0,0,3.0,1,12,negative,0.86,"{np.str_('negative'): 0.86, np.str_('neutral'): 0.14, np.str_('positive'): 0.0}",0.86,0.14,0.0,traditional
17879160498259843,Yeah you look like the reasons they made this rule,cole.langan,2025-08-10 16:05:42+00:00,https://www.threads.com/@cole.langan/post/DNLjnmEx9JV,TEXT_POST,,50,True,False,,no,yeah you look like the reason they made thi rule,,0,False,False,False,10,50,0,1,0,4.1,1,16,negative,0.93,"{np.str_('negative'): 0.93, np.str_('neutral'): 0.04, np.str_('positive'): 0.03}",0.93,0.04,0.03,traditional
18373407043178606,"From the looks of your face, you choose soda EVERY time…",colebear79,2025-08-10 20:10:08+00:00,https://www.threads.com/@colebear79/post/DNL_lz_hkWc,TEXT_POST,,56,True,False,,no,from the look your face you choose soda every time,,0,False,False,True,11,56,0,0,1,4.181818181818182,1,20,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
17903643408232964,It’s honestly so weird and scary that people are trying to dictate what other people do/do not deserve ☠️,color_bykarlee,2025-08-11 12:53:22+00:00,https://www.threads.com/@color_bykarlee/post/DNNyZxNRVt-,TEXT_POST,,105,True,False,,no,honest weird and scary that people are try dictate what oth people not deserve,☠️,1,False,False,False,18,105,0,1,0,4.722222222222222,1,12,negative,0.83,"{np.str_('negative'): 0.83, np.str_('neutral'): 0.11, np.str_('positive'): 0.06}",0.83,0.11,0.06,traditional
17950142283006388,"Sods is literally one of the worst choices to spend $3 on and you know it. Beans, rice, frozen veggies are theee very low cost options that provide sustenance and are much healthier. Come on now",concretej2850,2025-08-10 15:44:10+00:00,https://www.threads.com/@concretej2850/post/DNLhJ47upPe,TEXT_POST,,194,True,False,,no,sod literal one the worst choice spend and you know bean rice frozen veggie are theee very low cost option that provide sustenance and are much healthi come now,,0,False,False,False,36,194,0,1,4,4.416666666666667,3,15,negative,0.65,"{np.str_('negative'): 0.65, np.str_('neutral'): 0.2, np.str_('positive'): 0.15}",0.65,0.2,0.15,traditional
18525140923023083,I have found not being on SNAP gives me more food options.,conservative_fact_checker,2025-08-10 16:33:06+00:00,https://www.threads.com/@conservative_fact_checker/post/DNLmwRRuNdm,TEXT_POST,,58,True,False,,no,have found not being snap give more food option,,0,False,False,True,12,58,0,1,1,3.9166666666666665,1,16,negative,0.95,"{np.str_('negative'): 0.95, np.str_('neutral'): 0.04, np.str_('positive'): 0.01}",0.95,0.04,0.01,traditional
18095475001633283,Soda is HORRIBLE for hypoglycemia. You obviously have internet access - do a little search on nutrition. There are many more filling and nutritious options for $3,corpussun,2025-08-11 04:37:15+00:00,https://www.threads.com/@corpussun/post/DNM5oCfxSK3,162,TRUE,162,True,,,no,soda horrible for hypoglycemia you obvious have internet acces little search nutrition there are many more fill and nutritiou option for,,0,False,False,True,27,162,0,1,2,5.037037037037037,3,4,negative,0.85,"{np.str_('negative'): 0.85, np.str_('neutral'): 0.08, np.str_('positive'): 0.07}",0.85,0.08,0.07,traditional
18087907852760277,"Cans of beans. 
Bag of rice. 
Can of soup. 

All better solutions.",crashcanavan,2025-08-10 16:22:23+00:00,https://www.threads.com/@crashcanavan/post/DNLlhz6N8KN,66,TRUE,70,True,,,no,can bean bag rice can soup all bett solution,,0,False,False,False,12,70,0,0,4,4.25,4,16,negative,0.85,"{np.str_('negative'): 0.85, np.str_('neutral'): 0.14, np.str_('positive'): 0.01}",0.85,0.14,0.01,traditional
18087425056692775,And that is why you are a fat slob.,cravenmmorehead,2025-08-09 20:53:25+00:00,https://www.threads.com/@cravenmmorehead/post/DNJfv_3yqjo,TEXT_POST,,35,True,False,,no,and that why you are fat slob,,0,False,False,False,9,35,0,0,1,3.0,1,20,negative,0.92,"{np.str_('negative'): 0.92, np.str_('neutral'): 0.08, np.str_('positive'): 0.0}",0.92,0.08,0.0,traditional
18101300626584788,"This is not an unpopular opinion it's straight out lies, sugar makes you hungrier",criminally_worth_it,2025-08-09 21:20:38+00:00,https://www.threads.com/@criminally_worth_it/post/DNJi3WtsRs1,TEXT_POST,,81,True,False,,no,thi not unpopular opinion straight out lie sugar make you hungri,,0,False,False,False,14,81,0,3,1,4.857142857142857,1,21,negative,0.88,"{np.str_('negative'): 0.88, np.str_('neutral'): 0.01, np.str_('positive'): 0.11}",0.88,0.01,0.11,traditional
18063771977264390,Get a job,crissymoeai,2025-08-11 15:12:48+00:00,https://www.threads.com/@crissymoeai/post/DNOCW8IN15B,TEXT_POST,,9,True,False,,no,get job,,0,False,False,False,3,9,0,0,0,2.3333333333333335,1,15,negative,0.79,"{np.str_('negative'): 0.79, np.str_('neutral'): 0.2, np.str_('positive'): 0.01}",0.79,0.2,0.01,traditional
18010127387611760,Kinda agree with removing junk food from ebt,crockerii,2025-08-10 01:10:21+00:00,https://www.threads.com/@crockerii/post/DNJ9JyyOYTg,TEXT_POST,,44,True,False,,no,kinda agree with remov junk food from ebt,,0,False,False,False,8,44,1,0,0,4.625,1,1,negative,0.98,"{np.str_('negative'): 0.98, np.str_('neutral'): 0.01, np.str_('positive'): 0.01}",0.98,0.01,0.01,traditional
18097805269528092,"😂😂😂🤡🎪🤡Look at you! You are the poster girl for why sodies shouldn’t be on the menu. You look obese, probably have heart problems and diabetes. To say such a thing is the most ignorant I’ve ever heard! N in SNAP means nutrition. Why should the government contribute to health problems they later will pay for thru Medicaid? Be grateful there is a program. It’s a privilege not a right. Never bite the hand that feeds you. You lady look like you could use a few days of not eating",crwnpointnative,2025-08-11 15:24:06+00:00,https://www.threads.com/@crwnpointnative/post/DNODpvuRtdj,TEXT_POST,,478,True,False,,no,look you you are the post girl for why sodie shouldn the menu you look obese probab have heart problem and diabete say such thing the most ignorant ever heard snap mean nutrition why should the government contribute health problem they lat will pay for thru medicaid grateful there program privilege not right nev bite the hand that feed you you lady look like you could use few day not eat,😂😂😂🤡🎪🤡,1,True,True,True,89,478,2,2,10,4.314606741573034,10,15,negative,0.9,"{np.str_('negative'): 0.9, np.str_('neutral'): 0.01, np.str_('positive'): 0.09}",0.9,0.01,0.09,traditional
18051579005207836,"Sugar & carbs do not satiate. Protein & fat do. Using snap is a privilege provided from other people’s money/pay check. It isn’t an entitlement. When borrowing or being given money, one follows the stipulation of the giver because it isn’t the recipient’s money. The recipient didn’t earn it. The recipient should feel privileged they are even getting a supplemental income of any sort that they didn’t earn. When you don’t have disposable income, unfortunately you aren’t in a position to choose.",crystal_spencer_,2025-08-10 20:20:35+00:00,https://www.threads.com/@crystal_spencer_/post/DNMAyaohcLB,TEXT_POST,,497,True,False,,no,sugar carb not satiate protein fat using snap privilege provid from oth people money pay check isn entitlement when borrow being given money one follow the stipulation the giv because isn the recipient money the recipient didn earn the recipient should feel privileg they are even gett supplemental income any sort that they didn earn when you don have disposable income unfortunate you aren position choose,,0,False,False,False,82,497,0,1,10,5.073170731707317,8,20,negative,0.76,"{np.str_('negative'): 0.76, np.str_('neutral'): 0.01, np.str_('positive'): 0.23}",0.76,0.01,0.23,traditional
18176403067339466,For fucks sake🤦‍♀️...You don't need anymore sugar.🤦‍♀️,crystalh2810,2025-08-10 04:06:05+00:00,https://www.threads.com/@crystalh2810/post/DNKRQ41NZxp,IMAGE,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/531205253_17892687897298721_5257631242367661137_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=33iZxiRyGo8Q7kNvwF0EVy5&_nc_oc=AdlMq_eDvOQ78pU-J1qzOzrGw-Af_Mn8U_B_cBNfSPRNwmpTU4HpThM0nKeCn4y_hqXw3zvvN3CCGeWSPvNgFKZq&_nc_zt=23&_nc_ht=scontent-sjc6-1.cdninstagram.com&edm=AOxOPbcEAAAA&_nc_gid=auGRJH1aBGNScAxWSq3OBw&oh=00_AfVYpaRU7fetP9RSJkm_4ObEiLnXt5vS3A44l_VP5IcivA&oe=68B2F63B,54,True,False,,no,for fuck sake you don need anymore sugar,🤦‍♀️🤦‍♀️,2,False,False,False,7,54,0,0,4,5.714285714285714,3,4,negative,0.93,"{np.str_('negative'): 0.93, np.str_('neutral'): 0.04, np.str_('positive'): 0.03}",0.93,0.04,0.03,traditional
18050003507542481,Sugar actually makes you hungrier... So this is bullshit.. Judging  by your profile picture you could benefit from not consuming any sugar....Have a glass of water.....,crystalh2810,2025-08-10 03:36:39+00:00,https://www.threads.com/@crystalh2810/post/DNKN5XIt46J,TEXT_POST,,168,True,False,,no,sugar actual make you hungri thi bullshit judg your profile picture you could benefit from not consum any sugar have glas wat,,0,False,False,False,26,168,0,2,14,5.461538461538462,4,3,negative,0.85,"{np.str_('negative'): 0.85, np.str_('neutral'): 0.01, np.str_('positive'): 0.14}",0.85,0.01,0.14,traditional
18151245991390665,Damn that’s a stretch,crystall.parks,2025-08-10 17:56:33+00:00,https://www.threads.com/@crystall.parks/post/DNLwTbMOIee,TEXT_POST,,21,True,False,,no,damn that stretch,,0,False,False,False,4,21,0,0,0,4.5,1,17,negative,1.0,"{np.str_('negative'): 1.0, np.str_('neutral'): 0.0, np.str_('positive'): 0.0}",1.0,0.0,0.0,traditional
17984230457713202,"As someone who grew up poor and went hungry, this is the dumbest fucking take I’ve ever heard",cupcakeboss72,2025-08-10 15:30:43+00:00,https://www.threads.com/@cupcakeboss72/post/DNLfnVKNAn5,TEXT_POST,,93,True,False,,no,someone who grew poor and went hungry thi the dumb fuck take ever heard,,0,False,False,False,18,93,0,1,1,4.222222222222222,1,15,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
18043786553330449,"And sometimes soda is cheaper than juice, water or milk. A two liter generic soda is 1.19 here and a gallon of orange juice is almost ten dollars. Sometimes it's about getting more bang for your buck so to speak especially if you are on a limited income.",cynicalcutie,2025-08-10 21:52:08+00:00,https://www.threads.com/@cynicalcutie/post/DNMLQ89SE0y,TEXT_POST,,254,True,False,,no,and sometime soda cheap than juice wat milk two lit generic soda here and gallon orange juice almost ten dollar sometime about gett more bang for your buck speak especial you are limit income,,0,False,False,False,48,254,0,0,5,4.3125,4,21,negative,0.68,"{np.str_('negative'): 0.68, np.str_('neutral'): 0.22, np.str_('positive'): 0.1}",0.68,0.22,0.1,traditional
18234651421294515,"$3 buys bananas, protein bar, small jar of peanut butter. Why would you drink empty calories with zero nutritional benefit?",cynthia.s.wall.9,2025-08-11 03:06:39+00:00,https://www.threads.com/@cynthia.s.wall.9/post/DNMvQibsWgV,TEXT_POST,,123,True,False,,no,buy banana protein bar small jar peanut butt why would you drink empty calorie with zero nutritional benefit,,0,True,False,False,20,123,0,0,4,5.2,2,3,negative,0.74,"{np.str_('negative'): 0.74, np.str_('neutral'): 0.25, np.str_('positive'): 0.01}",0.74,0.25,0.01,traditional
18076405586496885,Alright Chubs.,dahcowgomoomoo,2025-08-10 19:08:57+00:00,https://www.threads.com/@dahcowgomoomoo/post/DNL4lsYhn2M,TEXT_POST,,14,True,False,,no,alright chub,,0,False,False,False,2,14,1,0,1,6.5,1,19,negative,0.97,"{np.str_('negative'): 0.97, np.str_('neutral'): 0.03, np.str_('positive'): 0.0}",0.97,0.03,0.0,traditional
18159721609372436,"If you are that stupid with money you should obviously don't have any of it to begin with....
That comment is a really good reason why snap should be delivered in sacks of grain....",dahlberg.conny,2025-08-10 16:44:05+00:00,https://www.threads.com/@dahlberg.conny/post/DNLoAubpM9W,TEXT_POST,,182,True,False,,no,you are that stupid with money you should obvious don have any begin with that comment real good reason why snap should deliver sack grain,,0,False,False,False,34,182,1,1,8,4.352941176470588,2,16,negative,0.76,"{np.str_('negative'): 0.76, np.str_('neutral'): 0.01, np.str_('positive'): 0.23}",0.76,0.01,0.23,traditional
18077802406946219,"A banana costs less than a dollar.  So yea there are other options besides soda for sugar, hunger, health etc.  Soda is a terrible option when you’re “hungry” and won’t stave off hunger the way you claim.",dallasdogmomma,2025-08-10 10:28:08+00:00,https://www.threads.com/@dallasdogmomma/post/DNK8_LXuXm6,TEXT_POST,,204,True,False,,no,banana cost les than dollar yea there are oth option beside soda for sugar hung health etc soda terrible option when you hungry and won stave off hung the way you claim,,0,False,False,False,37,204,0,1,5,4.486486486486487,3,10,negative,0.78,"{np.str_('negative'): 0.78, np.str_('neutral'): 0.1, np.str_('positive'): 0.12}",0.78,0.1,0.12,traditional
18125378458466741,You seen the fat fucks on ebt and snap nobody’s going hungry,dallaswood43,2025-08-11 01:00:37+00:00,https://www.threads.com/@dallaswood43/post/DNMg1WbuJu4,TEXT_POST,,60,True,False,,no,you seen the fat fuck ebt and snap nobody going hungry,,0,False,False,False,12,60,0,1,0,4.083333333333333,1,1,negative,0.84,"{np.str_('negative'): 0.84, np.str_('neutral'): 0.09, np.str_('positive'): 0.07}",0.84,0.09,0.07,traditional
18053737700411248,Lmao stop tryna justify your fatness. Bro you eat too much you should stop drinking soda. I bet your doctor would tell you the same thing. You have 0 ability to survive on your own without assistance. You are the type of person that got Trump elected. Not because you voted for him but because you’re the type of person he talks about being obese and on food stamps and government assistance because you can’t even help yourself,dames_creations,2025-08-10 16:46:11+00:00,https://www.threads.com/@dames_creations/post/DNLoQGgt53e,TEXT_POST,,428,True,False,,no,lmao stop tryna justify your fatnes bro you eat too much you should stop drink soda bet your doctor would tell you the same thing you have ability survive your own without assistance you are the type person that got trump elect not because you vot for him but because you the type person talk about being obese and food stamp and government assistance because you can even help yourself,,0,False,False,False,78,428,0,1,5,4.5,6,16,negative,0.83,"{np.str_('negative'): 0.83, np.str_('neutral'): 0.0, np.str_('positive'): 0.17}",0.83,0.0,0.17,traditional
18074167277070287,"As someone who has had SNAP before; I never bought junk food. I was even homeless for a short period and still didn’t get junk food. It’s literally never excusable to buy junk food over regular food. If you want junk food then get a job. We’re not going to pay for you to get fat, obese and have a bunch of health problems that we will then be forced to pay your fucking hospital bills for you.",damien_smith428,2025-08-10 14:33:57+00:00,https://www.threads.com/@damien_smith428/post/DNLZHjNOLZh,TEXT_POST,,394,True,False,,no,someone who has had snap before nev bought junk food was even homeles for short period and still didn get junk food literal nev excusable buy junk food over regular food you want junk food then get job not going pay for you get fat obese and have bunch health problem that will then forc pay your fuck hospital bill for you,,0,False,False,True,78,394,0,2,7,4.064102564102564,5,14,negative,0.89,"{np.str_('negative'): 0.89, np.str_('neutral'): 0.01, np.str_('positive'): 0.1}",0.89,0.01,0.1,traditional
17882463096360183,"Concentrated sugar is the fucking worst thing you could possibly consume. It’s cancer-food, diabetes in a can, puts your blood sugar on a roller-coaster, and keeps you hungry. This is the shittiest pseudoscience BS argument I’ve ever heard.",danger_wulf,2025-08-10 04:01:57+00:00,https://www.threads.com/@danger_wulf/post/DNKQytDOusq,TEXT_POST,,240,True,False,,no,concentrat sugar the fuck worst thing you could possib consume canc food diabete can put your blood sugar roll coast and keep you hungry thi the shitti pseudoscience argument ever heard,,0,False,False,False,38,240,0,0,6,5.342105263157895,3,4,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
18093391735656016,"Gosh the amount of ""food hacks"" I discovered when I was suddenly without a job and unable to get SNAP benefits... I used to splurge on coffee grounds because it would stave the hunger for half a day and save me money in the long run. I would make a lot of rice as well. I'd take sugar and ketchup packets every time I stopped at a gas station.",daniellefishillustrations,2025-08-10 06:14:24+00:00,https://www.threads.com/@daniellefishillustrations/post/DNKf8y1OM4p,TEXT_POST,,343,True,False,,no,gosh the amount food hack discover when was sudden without job and unable get snap benefit used splurge coffee ground because would stave the hung for half day and save money the long run would make lot rice well take sugar and ketchup packet every time stopp gas station,,0,False,False,True,69,343,0,0,6,3.9855072463768115,4,6,negative,0.77,"{np.str_('negative'): 0.77, np.str_('neutral'): 0.04, np.str_('positive'): 0.19}",0.77,0.04,0.19,traditional
18065285351193584,I’m a judgemental ass hole and think your option is trash,dannyteemedia,2025-08-10 20:55:58+00:00,https://www.threads.com/@dannyteemedia/post/DNME1fovYsp,TEXT_POST,,57,True,False,,no,judgemental ass hole and think your option trash,,0,False,False,False,11,57,0,0,0,4.2727272727272725,1,20,negative,0.96,"{np.str_('negative'): 0.96, np.str_('neutral'): 0.0, np.str_('positive'): 0.04}",0.96,0.0,0.04,traditional
18080769877900488,Buy an apple its even better….fucking moron,das.cars,2025-08-10 06:01:52+00:00,https://www.threads.com/@das.cars/post/DNKeg54MbdK,TEXT_POST,,43,True,False,,no,buy apple its even bett fuck moron,,0,False,False,False,7,43,0,0,1,5.285714285714286,2,6,negative,0.72,"{np.str_('negative'): 0.72, np.str_('neutral'): 0.28, np.str_('positive'): 0.0}",0.72,0.28,0.0,traditional
17855444802489089,"An apple, an orange, any single piece of fruit u muppet",das.cars,2025-08-10 06:02:25+00:00,https://www.threads.com/@das.cars/post/DNKek-rsb9Q,55,TRUE,55,True,,,no,apple orange any single piece fruit muppet,,0,False,False,False,11,55,0,0,2,4.090909090909091,1,6,negative,0.78,"{np.str_('negative'): 0.78, np.str_('neutral'): 0.22, np.str_('positive'): 0.0}",0.78,0.22,0.0,traditional
18281757649262825,That's a horrible argument. A can of beans or a loaf of bread is cheaper and a hell of a lot better at staving off hunger.,david.powell.7777019,2025-08-10 20:36:14+00:00,https://www.threads.com/@david.powell.7777019/post/DNMClBRhRMS,TEXT_POST,,122,True,False,,no,that horrible argument can bean loaf bread cheap and hell lot bett stav off hung,,0,False,False,False,26,122,0,1,2,3.730769230769231,2,20,negative,0.86,"{np.str_('negative'): 0.86, np.str_('neutral'): 0.1, np.str_('positive'): 0.04}",0.86,0.1,0.04,traditional
